freq,station,start,end,days,language,pwr,az,transmitter_site,latitude,longitude
15770,WRMI Radio for Peace Int,11:45:00,12:00:00,.23....,Russian,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
15770,WRMI Radio for Peace Int,13:30:00,13:45:00,......7,Russian,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
17560,NHK WORLD RADIO JAPAN,03:30:00,03:50:00,.23456.,Russian,300,305,"J\
Ibaragi-koga-yamataLatitude: 36°10'N\
Longitude: 139°49'E\
Bearing: 319°\
Distance: 18502km", 36°10'N, 139°49'E
17640,CHINA RADIO INTERNATIONAL,04:00:00,04:57:00,1234567,Russian,500,292,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 60°\
Distance: 17860km", 34°22'N, 108°36'E
17710,CHINA RADIO INTERNATIONAL,03:00:00,04:00:00,1234567,Russian,500,310,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 68°\
Distance: 19006km", 29°06'N, 119°18'E
17755,R.EXTERIOR DE ESPANA,18:00:00,18:30:00,.23456.,Russian,200,161,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 35°\
Distance: 8849km", 39°57'N, 003°25'W
17790,VATICAN RADIO,09:30:00,10:50:00,1......,Russian,250,72,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 41°\
Distance: 9983km", 42°02'N, 012°19'E
17820,NHK WORLD RADIO JAPAN,05:30:00,05:50:00,.23456.,Russian,300,330,"J\
Ibaragi-koga-yamataLatitude: 36°10'N\
Longitude: 139°49'E\
Bearing: 319°\
Distance: 18502km", 36°10'N, 139°49'E
5955,R.ROMANIA INT.,16:30:00,16:57:00,1234567,Serbian,100,270,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 44°\
Distance: 11085km", 44°44'N, 026°06'E
5955,R.ROMANIA INT.,18:30:00,18:57:00,1234567,Serbian,100,270,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 44°\
Distance: 11085km", 44°44'N, 026°06'E
5960,R.ROMANIA INT.,20:30:00,20:57:00,1234567,Serbian,100,270,"ROU\
SafticaLatitude: 44°38'N\
Longitude: 026°04'E\
Bearing: 44°\
Distance: 11077km", 44°38'N, 026°04'E
7325,CHINA RADIO INTERNATIONAL,20:00:00,20:30:00,1234567,Serbian,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 50°\
Distance: 15759km", 44°08'N, 086°53'E
7325,CHINA RADIO INTERNATIONAL,21:00:00,21:30:00,1234567,Serbian,500,317,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 60°\
Distance: 17860km", 34°22'N, 108°36'E
7390,CHINA RADIO INTERNATIONAL,20:00:00,20:27:00,1234567,Serbian,500,317,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 60°\
Distance: 17860km", 34°22'N, 108°36'E
7445,CHINA RADIO INTERNATIONAL,21:00:00,21:30:00,1234567,Serbian,500,300,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 87°\
Distance: 17356km", 24°52'N, 102°29'E
9585,CHINA RADIO INTERNATIONAL,20:00:00,20:27:00,1234567,Serbian,500,298,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 59°\
Distance: 14899km", 39°21'N, 075°42'E
15180,CHINA RADIO INTERNATIONAL,12:00:00,13:00:00,1234567,Serbian,500,294,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 59°\
Distance: 14899km", 39°21'N, 075°42'E
4930,VOICE OF AMERICA,17:00:00,18:00:00,1234567,Shona,100,20,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°35'E\
Bearing: 105°\
Distance: 7868km", 21°57'S, 027°35'E
6175,VOICE OF AMERICA,04:00:00,05:00:00,.23456.,Shona,100,350,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7872km", 21°57'S, 027°38'E
7255,VOICE OF AMERICA,04:00:00,05:00:00,.23456.,Shona,100,126,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6842km", 00°17'N, 006°45'E
13860,VOICE OF AMERICA,17:00:00,18:00:00,1234567,Shona,100,124,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6842km", 00°17'N, 006°45'E
13860,VOICE OF AMERICA,18:00:00,19:00:00,.23456.,Shona,100,124,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6842km", 00°17'N, 006°45'E
15460,VOICE OF AMERICA,17:00:00,18:00:00,1234567,Shona,100,126,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6842km", 00°17'N, 006°45'E
15460,VOICE OF AMERICA,18:00:00,19:00:00,.2345..,Shona,100,126,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6842km", 00°17'N, 006°45'E
6100,CHINA RADIO INTERNATIONAL,23:30:00,00:27:00,1234567,Sinhala,150,234,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 87°\
Distance: 17355km", 24°52'N, 102°29'E
6170,FEBA Radio Pakistan,02:15:00,02:30:00,....567,Sinhala,1,ND,Al-Dhabbiya,\N,\N
7260,CHINA RADIO INTERNATIONAL,23:30:00,00:27:00,1234567,Sinhala,100,173,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 59°\
Distance: 14899km", 39°21'N, 075°42'E
7265,CHINA RADIO INTERNATIONAL,14:00:00,14:57:00,1234567,Sinhala,100,174,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 59°\
Distance: 14899km", 39°21'N, 075°42'E
7380,ALL INDIA RADIO,01:00:00,01:30:00,1234567,Sinhala,1,ND,Bengaluru,\N,\N
9665,CHINA RADIO INTERNATIONAL,14:00:00,14:57:00,1234567,Sinhala,500,258,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 68°\
Distance: 19006km", 29°06'N, 119°18'E
11750,SRI LANKA BC,16:30:00,18:30:00,1234567,Sinhala,125,345,"CLN\
TrincomaleeLatitude: 08°44'N\
Longitude: 081°07'E\
Bearing: 102°\
Distance: 14617km", 08°44'N, 081°07'E
15360,KSDA-Adventist World R.G,16:30:00,17:00:00,1.3.5.7,Sinhala,1,ND,Agat,\N,\N
15530,ADVENTIST WORLD R.,14:00:00,14:30:00,1234567,Sinhala,250,65,"MDG\
Talata-volonondryLatitude: 18°45'S\
Longitude: 047°36'E\
Bearing: 110°\
Distance: 9914km", 18°45'S, 047°36'E
5940,R.Deegaanka Soomaalida,04:00:00,06:00:00,1234567,Somali,100,ND,"ETH\
JijigaLatitude: 09°21'N\
Longitude: 042°48'E\
Bearing: 83°\
Distance: 10840km", 09°21'N, 042°48'E
5940,R.Deegaanka Soomaalida,13:00:00,15:00:00,1234567,Somali,100,ND,"ETH\
JijigaLatitude: 09°21'N\
Longitude: 042°48'E\
Bearing: 83°\
Distance: 10840km", 09°21'N, 042°48'E
5940,R.Deegaanka Soomaalida,18:00:00,20:00:00,1234567,Somali,100,ND,"ETH\
JijigaLatitude: 09°21'N\
Longitude: 042°48'E\
Bearing: 83°\
Distance: 10840km", 09°21'N, 042°48'E
9465,BBC,16:00:00,17:00:00,1.....7,Somali,250,225,"OMA\
Al SeelaLatitude: 21°55'N\
Longitude: 059°37'E\
Bearing: 77°\
Distance: 13038km", 21°55'N, 059°37'E
9510,VOICE OF AMERICA,03:30:00,04:00:00,1234567,Somali,250,146,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 41°\
Distance: 9983km", 42°02'N, 012°19'E
9825,VOICE OF AMERICA,03:30:00,04:00:00,1234567,Somali,100,132,"D\
LampertheimLatitude: 49°36'N\
Longitude: 008°32'E\
Bearing: 33°\
Distance: 10269km", 49°36'N, 008°32'E
11610,VOICE OF AMERICA,16:00:00,18:00:00,1234567,Somali,250,126,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 27°\
Distance: 9897km", 52°16'N, 002°49'W
11875,VOICE OF AMERICA,03:30:00,04:00:00,1234567,Somali,250,215,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
11880,TWR Africa,15:00:00,15:30:00,1234567,Somali,100,30,"SWZ\
ManziniLatitude: 26°20'S\
Longitude: 031°35'E\
Bearing: 111°\
Distance: 8070km", 26°20'S, 031°35'E
11880,TWR Africa,15:30:00,15:45:00,1.....7,Somali,100,30,"SWZ\
ManziniLatitude: 26°20'S\
Longitude: 031°35'E\
Bearing: 111°\
Distance: 8070km", 26°20'S, 031°35'E
11905,VOICE OF AMERICA,16:00:00,18:00:00,1234567,Somali,100,132,"D\
LampertheimLatitude: 49°36'N\
Longitude: 008°32'E\
Bearing: 33°\
Distance: 10269km", 49°36'N, 008°32'E
12065,BBC,11:30:00,14:00:00,1.....7,Somali,250,215,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
12065,BBC,12:00:00,14:00:00,......7,Somali,250,215,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
12065,BBC,15:00:00,18:00:00,1.....7,Somali,250,225,"OMA\
Al SeelaLatitude: 21°55'N\
Longitude: 059°37'E\
Bearing: 77°\
Distance: 13038km", 21°55'N, 059°37'E
13580,VOICE OF AMERICA,10:30:00,11:00:00,1234567,Somali,250,185,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 65°\
Distance: 12184km", 29°30'N, 047°40'E
13790,BBC,04:00:00,04:30:00,.23456.,Somali,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
13830,VATICAN RADIO,16:15:00,16:30:00,......7,Somali,250,0,"MDG\
Talata-volonondryLatitude: 18°45'S\
Longitude: 047°36'E\
Bearing: 110°\
Distance: 9914km", 18°45'S, 047°36'E
15310,BIBLE VOICE BCN,16:30:00,17:00:00,1.....7,Somali,100,142,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 33°\
Distance: 10717km", 52°38'N, 012°54'E
15420,BBC,14:00:00,15:00:00,.23456.,Somali,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
15490,ADVENTIST WORLD R.,16:30:00,17:00:00,1234567,Somali,250,139,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 33°\
Distance: 10717km", 52°38'N, 012°54'E
15565,VATICAN RADIO,16:15:00,16:30:00,......7,Somali,250,130,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 41°\
Distance: 9983km", 42°02'N, 012°19'E
15685,BBC,16:00:00,20:00:00,1.....7,Somali,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
15710,VOICE OF AMERICA,10:30:00,11:00:00,1234567,Somali,100,10,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7872km", 21°57'S, 027°38'E
15710,VOICE OF AMERICA,13:00:00,14:00:00,1234567,Somali,250,130,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 41°\
Distance: 9983km", 42°02'N, 012°19'E
17545,VOICE OF AMERICA,10:30:00,11:00:00,1234567,Somali,250,272,"THA\
Udon ThaniLatitude: 17°40'N\
Longitude: 103°12'E\
Bearing: 104°\
Distance: 17197km", 17°40'N, 103°12'E
17745,BBC,13:00:00,18:00:00,1.....7,Somali,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
17820,VOICE OF AMERICA,13:00:00,14:00:00,1234567,Somali,250,185,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 65°\
Distance: 12184km", 29°30'N, 047°40'E
21595,Radio Ergo  (IRIN RADIO),12:00:00,13:00:00,1234567,Somali,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
21660,BBC,14:00:00,16:00:00,......7,Somali,250,220,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 73°\
Distance: 12601km", 24°10'N, 054°14'E
3325,VOICE OF INDONESIA,17:00:00,18:00:00,1234567,Spanish,10,ND,"INS\
PalangkarayaLatitude: 02°11'S\
Longitude: 113°53'E\
Bearing: 150°\
Distance: 16467km", 02°11'S, 113°53'E
3985,R.Slovakia International,18:30:00,19:00:00,1234567,Spanish,1,ND,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 32°\
Distance: 10222km", 50°28'N, 006°31'E
4055,Radio Verdad,04:00:00,05:00:00,134567,Spanish,1,ND,"GTM\
ChiquimulaLatitude: 14°48'N\
Longitude: 089°32'W\
Bearing: 313°\
Distance: 6174km", 14°48'N, 089°32'W
4055,Radio Verdad,10:20:00,11:30:00,234567,Spanish,1,ND,"GTM\
ChiquimulaLatitude: 14°48'N\
Longitude: 089°32'W\
Bearing: 313°\
Distance: 6174km", 14°48'N, 089°32'W
4055,Radio Verdad,11:30:00,03:00:00,1234567,Spanish,1,ND,"GTM\
ChiquimulaLatitude: 14°48'N\
Longitude: 089°32'W\
Bearing: 313°\
Distance: 6174km", 14°48'N, 089°32'W
4750,VOICE OF INDONESIA,17:00:00,18:00:00,1234567,Spanish,10,30,"INS\
Jakarta-cimanggisLatitude: 06°07'S\
Longitude: 106°51'E\
Bearing: 143°\
Distance: 15701km", 06°07'S, 106°51'E
4752,Radio Huanta 2000,11:00:00,01:00:00,1234567,Spanish,1,ND,"PRU\
HuantaLatitude: 12°54'S\
Longitude: 074°13'W\
Bearing: 296°\
Distance: 2837km", 12°54'S, 074°13'W
4765,Radio Progreso,01:30:00,05:00:00,1234567,Spanish,50,ND,"CUB\
BejucalLatitude: 22°51'N\
Longitude: 082°18'W\
Bearing: 325°\
Distance: 6411km", 22°51'N, 082°18'W
4775,R.Tarma,10:00:00,04:00:00,1234567,Spanish,1,ND,"PRU\
TarmaLatitude: 11°28'S\
Longitude: 075°41'W\
Bearing: 297°\
Distance: 3060km", 11°28'S, 075°41'W
4810,Radio Logos,09:00:00,00:00:00,1234567,Spanish,1,ND,"PRU\
ChazutaLatitude: 06°34'S\
Longitude: 076°08'W\
Bearing: 304°\
Distance: 3441km", 06°34'S, 076°08'W
4940,R.San Antonio,22:00:00,04:00:00,1234567,Spanish,1,ND,"PRU\
Villa AtalayaLatitude: 10°44'S\
Longitude: 073°46'W\
Bearing: 301°\
Distance: 2943km", 10°44'S, 073°46'W
4955,R.Cultural Amauta,10:00:00,14:00:00,1234567,Spanish,5,ND,"PRU\
HuantaLatitude: 12°54'S\
Longitude: 074°13'W\
Bearing: 296°\
Distance: 2837km", 12°54'S, 074°13'W
4955,R.Cultural Amauta,21:00:00,01:00:00,1234567,Spanish,5,ND,"PRU\
HuantaLatitude: 12°54'S\
Longitude: 074°13'W\
Bearing: 296°\
Distance: 2837km", 12°54'S, 074°13'W
5005,RN GUINEA ECUATORIAL (R.BATA),05:00:00,23:00:00,1234567,Spanish,50,ND,"GNE\
BataLatitude: 01°48'N\
Longitude: 009°46'E\
Bearing: 74°\
Distance: 7216km", 01°48'N, 009°46'E
5010,ADVENTIST WORLD R.,00:00:00,00:30:00,1234567,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,WRMI R.Slovakia Int.,00:30:00,01:00:00,1234567,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,R.Misionnes Int.,12:00:00,05:00:00,1234567,Spanish,1,ND,"HND\
ComayaguelaLatitude: 14°15'N\
Longitude: 087°20'W\
Bearing: 314°\
Distance: 5970km", 14°15'N, 087°20'W
5010,WRMI Alameda Bible Fello,01:00:00,01:30:00,..3...7,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,WRMI La Nueva Vida Ahora,01:30:00,01:45:00,.2.....,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,R.TAIWAN INT.,02:00:00,02:30:00,1234567,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,ADVENTIST WORLD R.,11:00:00,11:30:00,1234567,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5010,Radio Prage,11:30:00,12:00:00,1234567,Spanish,100,181,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5025,R.Quillabamba,10:00:00,02:00:00,1234567,Spanish,1,ND,"PRU\
CuscoLatitude: 12°49'S\
Longitude: 072°41'W\
Bearing: 299°\
Distance: 2708km", 12°49'S, 072°41'W
5025,R.REBELDE,00:00:00,00:00:00,1234567,Spanish,100,ND,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 325°\
Distance: 6431km", 22°56'N, 082°32'W
5800,R.TAIWAN INT.,01:00:00,01:30:00,1234567,Spanish,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5800,WRMI RAE Argentina to th,02:00:00,03:00:00,..3...7,Spanish,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5800,WRMI La Nueva Vida Ahora,02:15:00,02:30:00,.2.....,Spanish,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI ALAMEDA BIBLE FELLOW,01:00:00,01:30:00,..3...7,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI Viva Miami,01:45:00,02:00:00,..3....,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI The Mighty KBC,02:00:00,03:00:00,......7,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI Viva Miami,08:00:00,08:15:00,....5.7,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI Viva Miami,08:15:00,08:30:00,1......,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5850,WRMI Teachers Corner Inn,10:00:00,11:00:00,.2.4...,Spanish,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 329°\
Distance: 6769km", 27°27'N, 080°55'W
5910,Alcaravan Radio,00:00:00,00:00:00,1234567,Spanish,1,ND,Puerto Ller,\N,\N
5952,Emisoras Pio XII,10:00:00,01:00:00,1234567,Spanish,5,ND,"BOL\
Siglo VeinteLatitude: 18°23'S\
Longitude: 066°38'W\
Bearing: 295°\
Distance: 1824km", 18°23'S, 066°38'W
5970,EWTN 3,00:00:00,14:00:00,1234567,Spanish,100,160,"USA\
VandiverLatitude: 33°30'N\
Longitude: 086°28'W\
Bearing: 328°\
Distance: 7621km", 33°30'N, 086°28'W
5980,R.MARTI,11:00:00,14:00:00,1234567,Spanish,500,174,"USA\
Greenville BLatitude: 35°28'N\
Longitude: 077°11'W\
Bearing: 336°\
Distance: 7387km", 35°28'N, 077°11'W
5980,Radio Chaski,10:00:00,15:00:00,1234567,Spanish,\N,5 ND,"PRU\
Urubamba, CuscoLatitude: 13°21'S\
Longitude: 072°07'W\
Bearing: 298°\
Distance: 2623km", 13°21'S, 072°07'W
5980,Radio Chaski,22:00:00,01:03:00,1234567,Spanish,\N,5 ND,"PRU\
Urubamba, CuscoLatitude: 13°21'S\
Longitude: 072°07'W\
Bearing: 298°\
Distance: 2623km", 13°21'S, 072°07'W
5990,CHINA RADIO INTERNATIONAL,00:00:00,01:00:00,1234567,Spanish,250,ND,"CUB\
Titan QuivicanLatitude: 22°49'N\
Longitude: 082°17'W\
Bearing: 325°\
Distance: 6406km", 22°49'N, 082°17'W
6000,R.HABANA CUBA,11:00:00,14:00:00,1234567,Spanish,250,10,"CUB\
Titan QuivicanLatitude: 22°49'N\
Longitude: 082°17'W\
Bearing: 325°\
Distance: 6406km", 22°49'N, 082°17'W
6000,R.HABANA CUBA,23:00:00,00:00:00,..34567,Spanish,250,10,"CUB\
Titan QuivicanLatitude: 22°49'N\
Longitude: 082°17'W\
Bearing: 325°\
Distance: 6406km", 22°49'N, 082°17'W
6005,R.Slovakia International,11:30:00,12:00:00,1234567,Spanish,1,10,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 32°\
Distance: 10222km", 50°28'N, 006°31'E
6005,R.Slovakia International,15:00:00,15:30:00,1234567,Spanish,1,10,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 32°\
Distance: 10222km", 50°28'N, 006°31'E
6010,XEOI Nucleo Radio Mil,22:00:00,05:00:00,1234567,Spanish,1,ND,"MEX\
Mexico CityLatitude: 19°25'N\
Longitude: 099°10'W\
Bearing: 309°\
Distance: 7261km", 19°25'N, 099°10'W
6020,CHINA RADIO INTERNATIONAL,21:00:00,22:57:00,1234567,Spanish,500,315,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 42°\
Distance: 18133km", 37°49'N, 114°28'E
6020,R.Victoria,00:00:00,00:00:00,1234567,Spanish,3,ND,"PRU\
LimaLatitude: 12°06'S\
Longitude: 077°03'W\
Bearing: 294°\
Distance: 3142km", 12°06'S, 077°03'W
6030,R.MARTI,01:00:00,13:00:00,1234567,Spanish,125,205,"USA\
Greenville BLatitude: 35°28'N\
Longitude: 077°11'W\
Bearing: 336°\
Distance: 7387km", 35°28'N, 077°11'W
6050,HCJB QUITO,01:00:00,01:30:00,..34567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,01:00:00,01:30:00,..34567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,02:35:00,05:00:00,12.....,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,02:35:00,05:00:00,12.....,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,11:00:00,14:00:00,1234567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,11:00:00,14:00:00,1234567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,21:00:00,21:30:00,1234567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6050,HCJB QUITO,21:00:00,21:30:00,1234567,Spanish,10,18,"EQA\
Pico PichinchaLatitude: 00°11'S\
Longitude: 078°32'W\
Bearing: 310°\
Distance: 4129km", 00°11'S, 078°32'W
6060,R.HABANA CUBA,23:00:00,04:00:00,1234567,Spanish,100,10,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 325°\
Distance: 6431km", 22°56'N, 082°32'W
6100,CHINA RADIO INTERNATIONAL,22:00:00,23:00:00,1234567,Spanish,500,318,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 33°\
Distance: 18129km", 39°44'N, 116°48'E
6100,R.HABANA CUBA,11:00:00,13:00:00,1234567,Spanish,100,340,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 325°\
Distance: 6431km", 22°56'N, 082°32'W
6115,WWCR Dia De Decision,21:15:00,21:30:00,..3.5..,Spanish,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 329°\
Distance: 7892km", 36°12'N, 086°53'W
6115,WWCR Dia De Decision,21:30:00,21:45:00,..3....,Spanish,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 329°\
Distance: 7892km", 36°12'N, 086°53'W
6115,WWCR Enfoque Ala Famili,21:45:00,22:00:00,..3.56.,Spanish,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 329°\
Distance: 7892km", 36°12'N, 086°53'W
6135,R.Santa Cruz,11:00:00,02:00:00,1234567,Spanish,10,ND,"BOL\
Santa CruzLatitude: 17°46'S\
Longitude: 063°11'W\
Bearing: 304°\
Distance: 1564km", 17°46'S, 063°11'W
6150,BIBLE VOICE BCN,18:30:00,19:00:00,1......,Spanish,125,230,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 33°\
Distance: 10717km", 52°38'N, 012°54'E
6174,R.Tawantinsuyo,00:00:00,00:00:00,1234567,Spanish,1,ND,"PRU\
CuscoLatitude: 13°32'S\
Longitude: 071°57'W\
Bearing: 298°\
Distance: 2596km", 13°32'S, 071°57'W
