freq,station,start,end,days,language,pwr,az,transmitter_site
6155,Nippon no Kaze'il bon ue,16:30,17:00,1234567,Korean,300,352,"TWN
Tamsui DistrictLatitude: 25°11'N
Longitude: 121°24'E
Bearing: 96°
Distance: 19247km"
6160,PYONGYANG BS,21:00,18:00,1234567,Korean,50,ND,"KRE
KanggyeLatitude: 40°58'N
Longitude: 126°36'E
Bearing: 7°
Distance: 18356km"
6170,Voice of Korea  (KCBS),12:00,12:50,1234567,Korean,200,28,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
6170,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,28,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
6185,Voice of Korea  (KCBS),12:00,12:50,1234567,Korean,200,238,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
6185,Voice of Korea  (KCBS),14:00,14:50,1234567,Korean,200,238,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
6190,NHK WORLD RADIO JAPAN,13:00,13:30,1234567,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
6190,NHK WORLD RADIO JAPAN,14:00,14:30,1234567,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
6250,ECHO OF HOPE-VOH,11:00,07:00,1234567,Korean,10,ND,"KOR
SeoulLatitude: 37°38'N
Longitude: 127°06'E
Bearing: 7°
Distance: 18728km"
6350,ECHO OF HOPE-VOH,07:00,03:00,1234567,Korean,100,ND,"KOR
HwaseongLatitude: 37°12'N
Longitude: 126°46'E
Bearing: 9°
Distance: 18770km"
6520,VOICE OF THE PEOPLE,11:00,07:00,1234567,Korean,50,ND,"KOR
Kyonggi-do KoyangLatitude: 37°35'N
Longitude: 126°50'E
Bearing: 8°
Distance: 18729km"
6600,VOICE OF THE PEOPLE,11:00,07:00,1234567,Korean,50,ND,"KOR
Kyonggi-do KoyangLatitude: 37°35'N
Longitude: 126°50'E
Bearing: 8°
Distance: 18729km"
7210,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,271,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
7220,Voice of Korea  (KCBS),09:00,09:50,1234567,Korean,200,ND,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
7235,National Unity Radio,11:00,13:00,1234567,Korean,300,352,"TWN
Tamsui DistrictLatitude: 25°11'N
Longitude: 121°24'E
Bearing: 96°
Distance: 19247km"
7235,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,ND,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
7275,KBS WORLD RADIO,09:00,10:00,1234567,Korean,250,ND,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
7275,KBS WORLD RADIO,11:00,12:00,1234567,Korean,250,ND,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
7275,KBS WORLD RADIO,16:00,17:00,1234567,Korean,250,ND,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
7290,CHINA RADIO INTERNATIONAL,21:00,23:00,1234567,Korean,500,73,"CHN
XianyangLatitude: 34°22'N
Longitude: 108°36'E
Bearing: 60°
Distance: 17860km"
7290,Nippon no Kaze'il bon ue,15:00,15:30,1234567,Korean,300,352,"TWN
Tamsui DistrictLatitude: 25°11'N
Longitude: 121°24'E
Bearing: 96°
Distance: 19247km"
7290,Nippon no Kaze'il bon ue,15:30,15:58,1234567,Korean,300,352,"TWN
Tamsui DistrictLatitude: 25°11'N
Longitude: 121°24'E
Bearing: 96°
Distance: 19247km"
7295,Nippon no Kaze'il bon ue,13:00,13:30,1234567,Korean,300,352,"TWN
Tamsui DistrictLatitude: 25°11'N
Longitude: 121°24'E
Bearing: 96°
Distance: 19247km"
7320,Shiokaze  (Sea-breeze),16:00,17:00,..3.5..,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
7320,Shiokaze  (Sea-breeze),16:30,17:00,.2...67,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
7335,Shiokaze  (Sea-breeze),13:00,14:00,..3.5..,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
7335,Shiokaze  (Sea-breeze),13:30,14:00,.2...67,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
7465,VOICE OF AMERICA,12:00,13:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
7465,VOICE OF AMERICA,19:00,21:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
7485,BBC,12:30,13:00,.23456.,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
7485,BBC,15:30,16:00,.23456.,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
7485,BBC,16:30,17:00,.23456.,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
7485,BBC,17:30,18:00,.23456.,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
7490,Voice of Martyrs,19:00,19:30,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7510,KTWR GUAM,19:00,20:00,1234567,Korean,200,320,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
7520,Voice of Martyrs,15:30,16:00,1234567,Korean,100,61,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7550,Nippon no Kaze'il bon ue,15:00,15:30,1234567,Korean,100,66,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7550,Nippon no Kaze'il bon ue,15:30,16:00,1234567,Korean,100,66,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7550,Radio Free North Korea,19:00,21:00,1234567,Korean,100,66,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7560,Voice of Martyrs,21:00,21:30,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7570,Voice of Korea  (KCBS),17:00,17:49,1234567,Korean,200,326,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
7570,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,326,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
7590,North Korea Reform Radio,14:00,15:00,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7590,North Korea Reform Radio,20:00,21:00,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7720,ECHO OF HOPE-VOH,11:00,07:00,1234567,Korean,10,ND,"KOR
SeoulLatitude: 37°38'N
Longitude: 127°06'E
Bearing: 7°
Distance: 18728km"
9320,KTWR GUAM,13:15,13:45,.23456.,Korean,200,345,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9320,KTWR GUAM,13:45,14:00,1234567,Korean,200,345,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9330,Voice of Wilderness,14:00,15:00,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9330,Voice of Wilderness,14:00,15:30,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9425,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,325,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9435,Voice of Korea  (KCBS),12:00,12:50,1234567,Korean,200,28,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9435,Voice of Korea  (KCBS),17:00,17:49,1234567,Korean,200,28,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9435,BVBN His Prayer for You,13:00,13:30,......7,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9435,BVBN Hope for Today,13:15,13:30,1....6.,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9435,BVBN Vision for Christ,13:00,13:15,1......,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9445,Voice of Korea  (KCBS),09:00,09:50,1234567,Korean,200,ND,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9445,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,ND,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9490,VOICE OF AMERICA,12:00,13:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
9515,KBS WORLD RADIO,17:00,18:00,1234567,Korean,100,304,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
9560,NHK WORLD RADIO JAPAN,22:09,22:30,1234567,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
9570,KBS WORLD RADIO,08:00,10:00,1234567,Korean,100,205,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
9665,KCBS PYONGYANG,20:00,18:00,1234567,Korean,50,ND,"KRE
KanggyeLatitude: 40°58'N
Longitude: 126°36'E
Bearing: 7°
Distance: 18356km"
9685,Nippon no Kaze'il bon ue,15:00,15:30,1234567,Korean,300,2,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 105°
Distance: 19096km"
9685,Nippon no Kaze'il bon ue,15:30,16:00,1234567,Korean,300,2,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 105°
Distance: 19096km"
9700,R.TAIWAN INT.,10:30,10:58,1234567,Korean,300,45,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 105°
Distance: 19096km"
9705,Nippon no Kaze'il bon ue,13:00,13:30,1234567,Korean,300,2,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 105°
Distance: 19096km"
9720,WORLD CHRISTIAN BROADC.KNLS,11:00,12:00,1234567,Korean,100,285,"ALS
Anchor Point TxLatitude: 59°44'N
Longitude: 151°44'W
Bearing: 325°
Distance: 13091km"
9740,KBS WORLD RADIO,16:00,17:00,1234567,Korean,250,290,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
9760,WORLD CHRISTIAN BROADC.KNLS,13:00,14:00,1234567,Korean,100,285,"ALS
Anchor Point TxLatitude: 59°44'N
Longitude: 151°44'W
Bearing: 325°
Distance: 13091km"
9760,KSDA-ADVENTIST WORLD R.GUAM,18:00,18:59,1234567,Korean,100,330,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
9760,ADVENTIST WORLD R.,18:00,19:00,1234567,Korean,125,45,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 102°
Distance: 14617km"
9760,ADVENTIST WORLD R.,19:00,20:00,1234567,Korean,125,45,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 102°
Distance: 14617km"
9785,CNR 8,06:00,08:00,..3.5..,Korean,100,63,"CHN
BeijingLatitude: 39°53'N
Longitude: 116°34'E
Bearing: 33°
Distance: 18105km"
9785,CNR 8,09:00,14:00,1234567,Korean,100,63,"CHN
BeijingLatitude: 39°53'N
Longitude: 116°34'E
Bearing: 33°
Distance: 18105km"
9800,VOICE OF AMERICA,13:00,15:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
9800,VOICE OF AMERICA,19:00,21:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
9850,Voice of Korea  (KCBS),12:00,12:50,1234567,Korean,200,238,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9850,Voice of Korea  (KCBS),14:00,14:50,1234567,Korean,200,238,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9860,REACH BEYOND AUSTRALIA  (HCJB),09:00,09:15,..345..,Korean,100,310,"AUS
KununurraLatitude: 15°47'S
Longitude: 128°41'E
Bearing: 179°
Distance: 15347km"
9860,REACH BEYOND AUSTRALIA  (HCJB),09:00,09:30,12...67,Korean,100,310,"AUS
KununurraLatitude: 15°47'S
Longitude: 128°41'E
Bearing: 179°
Distance: 15347km"
9870,KTWR GUAM,14:00,15:15,1234567,Korean,200,335,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9870,KTWR GUAM,15:15,15:45,12....7,Korean,200,335,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9870,KBS WORLD RADIO,07:00,08:00,1234567,Korean,250,102,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 27°
Distance: 9897km"
9875,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,296,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9875,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,296,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
9890,KSDA-ADVENTIST WORLD R.GUAM,20:00,21:00,1234567,Korean,100,330,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
9900,Living Water Ministry,15:00,16:00,234567,Korean,200,335,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9900,R.FREE ASIA,12:00,13:58,1234567,Korean,300,2,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 105°
Distance: 19096km"
9910,KTWR GUAM,11:00,11:30,12.....,Korean,200,335,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9910,KTWR GUAM,11:00,12:00,..3456.,Korean,200,335,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 231°
Distance: 17839km"
9930,Voice of Martyrs,12:00,12:29,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9930,Voice of Martyrs,13:30,13:59,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
9940,R.FREE ASIA,21:00,22:00,1234567,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
9965,Hope Radio Omegaman,12:00,12:30,1......,Korean,100,345,"PLW
Palau MedornLatitude: 07°27'N
Longitude: 134°28'E
Bearing: 196°
Distance: 17854km"
9975,VOICE OF AMERICA,19:00,21:00,1234567,Korean,250,38,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 104°
Distance: 17197km"
9985,VOICE OF AMERICA,13:00,14:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
9985,VOICE OF AMERICA,14:00,15:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
9990,R.FREE ASIA,15:00,19:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
9990,R.FREE ASIA,21:00,22:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
11510,R.FREE ASIA,15:00,17:00,1234567,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
11510,Radio Free North Korea,12:00,14:00,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
11550,R.FREE ASIA,15:00,19:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
11570,VOICE OF AMERICA,12:00,14:00,1234567,Korean,250,21,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 142°
Distance: 18532km"
11570,VOICE OF AMERICA,14:00,15:00,1234567,Korean,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 237°
Distance: 17890km"
11635,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,296,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
11635,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,296,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
11680,KCBS Pyongyang,20:00,18:00,1234567,Korean,50,ND,"KRE
KanggyeLatitude: 40°58'N
Longitude: 126°36'E
Bearing: 7°
Distance: 18356km"
11710,Voice of Korea  (KCBS),17:00,17:49,1234567,Korean,200,28,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
11810,KBS WORLD RADIO,03:00,04:00,1234567,Korean,250,81,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
11830,NHK WORLD RADIO JAPAN,05:00,05:30,1234567,Korean,300,290,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 319°
Distance: 18502km"
11875,KSDA-ADVENTIST WORLD R.GUAM,16:30,17:30,1234567,Korean,100,330,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
11910,Voice of Korea  (KCBS),20:00,20:50,1234567,Korean,200,271,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
11945,R.FREE ASIA,21:00,22:00,1234567,Korean,250,329,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
12015,Voice of Korea  (KCBS),17:00,17:49,1234567,Korean,200,326,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
12015,Voice of Korea  (KCBS),23:00,23:50,1234567,Korean,200,326,"KRE
KujangLatitude: 40°04'N
Longitude: 126°06'E
Bearing: 9°
Distance: 18446km"
12045,Nippon no Kaze'il bon ue,13:00,13:30,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
15160,KBS WORLD RADIO,09:00,10:00,1234567,Korean,250,290,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
15255,ADVENTIST WORLD R.,12:00,13:00,1234567,Korean,100,60,"TJK
Dushanbe-orzuLatitude: 37°32'N
Longitude: 068°47'E
Bearing: 61°
Distance: 14287km"
15530,ADVENTIST WORLD R.,12:00,13:00,1234567,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
15530,KSDA-ADVENTIST WORLD R.GUAM,17:30,18:30,1234567,Korean,100,345,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
15530,KSDA-ADVENTIST WORLD R.GUAM,18:30,19:30,1234567,Korean,100,345,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
15575,KBS WORLD RADIO,14:00,15:00,1234567,Korean,250,81,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 10°
Distance: 18923km"
17760,BBC,12:30,13:00,.23456.,Korean,100,76,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
6165,TWR Africa,18:30,19:00,1......,Kunama,250,225,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 73°
Distance: 12601km"
9655,TWR Africa,18:00,18:30,1......,Kunama,300,158,"MDA
Kishinev-grigoriopolLatitude: 47°16'N
Longitude: 029°24'E
Bearing: 43°
Distance: 11438km"
7355,VO ISLAMIC REP.IRAN,13:23,14:20,1234567,Kurdish,500,313,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 68°
Distance: 12933km"
7460,Radyo Denge Gel,17:49,19:10,1234567,Kurdish,100,236,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
7475,VOICE OF AMERICA,17:00,18:00,1234567,Kurdish,100,88,"D
BiblisLatitude: 49°41'N
Longitude: 008°29'E
Bearing: 33°
Distance: 10273km"
9760,VOICE OF AMERICA,17:00,18:00,1234567,Kurdish,100,104,"D
LampertheimLatitude: 49°36'N
Longitude: 008°32'E
Bearing: 33°
Distance: 10269km"
9820,VOICE OF AMERICA,17:00,18:00,1234567,Kurdish,100,105,"D
BiblisLatitude: 49°41'N
Longitude: 008°29'E
Bearing: 33°
Distance: 10273km"
11535,Radyo Denge Gel,03:30,16:30,1234567,Kurdish,100,236,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 56°
Distance: 14347km"
11875,Reach Beyond Australia  (,13:00,13:15,..3....,Kurdish,1,ND,Kununurra
12030,VOICE OF AMERICA,12:00,12:50,.23456.,Kurdish,100,108,"D
LampertheimLatitude: 49°36'N
Longitude: 008°32'E
Bearing: 33°
Distance: 10269km"
13690,TWR India,13:15,13:30,...456.,Kurdish,1,ND,Yerevan-Gav
13690,TWR India,13:45,14:00,1......,Kurdish,1,ND,Yerevan-Gav
15270,VOICE OF AMERICA,14:00,15:00,1234567,Kurdish,100,85,"D
BiblisLatitude: 49°41'N
Longitude: 008°29'E
Bearing: 33°
Distance: 10273km"
15320,Reach Beyond Australia  (,12:45,13:00,..3....,Kurdish,1,ND,Kununurra
15500,VOICE OF AMERICA,12:00,12:50,.23456.,Kurdish,250,304,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 104°
Distance: 17197km"
15595,VOICE OF AMERICA,12:00,12:50,12345..,Kurdish,100,105,"D
BiblisLatitude: 49°41'N
Longitude: 008°29'E
Bearing: 33°
Distance: 10273km"
15595,VOICE OF AMERICA,14:00,15:00,1234567,Kurdish,250,102,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 27°
Distance: 9897km"
4010,KYRGYZ RADIO 1Birinchi R,00:00,19:00,1234567,Kyrgyz,100,ND,"KGZ
BishkekLatitude: 42°52'N
Longitude: 074°59'E
Bearing: 54°
Distance: 14829km"
7295,PBS Xinjiang,03:10,05:30,1234567,Kyrgyz,100,247,"TKS
UrumqiLatitude: 44°09'N
Longitude: 086°53'E
Bearing: 50°
Distance: 15758km"
7295,PBS Xinjiang,10:10,12:30,1234567,Kyrgyz,100,247,"TKS
UrumqiLatitude: 44°09'N
Longitude: 086°53'E
Bearing: 50°
Distance: 15758km"
9705,PBS Xinjiang,03:10,05:30,1234567,Kyrgyz,100,247,"TKS
UrumqiLatitude: 44°09'N
Longitude: 086°53'E
Bearing: 50°
Distance: 15758km"
9705,PBS Xinjiang,10:10,12:30,1234567,Kyrgyz,100,247,"TKS
UrumqiLatitude: 44°09'N
Longitude: 086°53'E
Bearing: 50°
Distance: 15758km"
7285,VOICE OF VIETNAM,11:00,12:00,1234567,Laotian,50,216,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 98°
Distance: 17552km"
7360,CHINA RADIO INTERNATIONAL,12:30,13:27,1234567,Laotian,100,184,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 87°
Distance: 17355km"
7360,CHINA RADIO INTERNATIONAL,14:30,15:27,1234567,Laotian,100,184,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 87°
Distance: 17355km"
9675,CHINA RADIO INTERNATIONAL,14:30,15:27,1234567,Laotian,150,191,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 87°
Distance: 17355km"
9785,CHINA RADIO INTERNATIONAL,12:30,13:27,1234567,Laotian,150,191,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 87°
Distance: 17355km"
9795,FEBC RADIO,23:30,00:00,1234567,Laotian,100,270,"PHL
IbaLatitude: 15°21'N
Longitude: 119°57'E
Bearing: 140°
Distance: 18489km"
9930,R.FREE ASIA,00:00,01:00,1234567,Laotian,250,90,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 65°
Distance: 12184km"
12085,KSDA-ADVENTIST WORLD R.GUAM,13:30,14:00,....5.7,Laotian,100,285,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
12095,FEBC RADIO,11:30,12:00,1234567,Laotian,100,305,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 144°
Distance: 18496km"
13685,R.FREE ASIA,11:00,12:00,1234567,Laotian,250,272,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 237°
Distance: 17893km"
17570,KSDA-ADVENTIST WORLD R.GUAM,23:30,00:00,....5.7,Laotian,100,285,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 231°
Distance: 17846km"
9705,VATICAN RADIO,19:40,20:00,1234567,Latin,250,175,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 41°
Distance: 9983km"
